text	sentiment	emotion
موضوعة تقفل إذا وصل السهم 19 ريال احتمال يفتحون موضوعه وكمان يرفعون عنه الإيقاف	t	Anger
الدخول للحكير حاليا ..ممنووووع بعد شهرين ممكن..وبينطلق مرة اخرى لل ٢٣	p	Happiness
حد يفيدنا كم المتوقع الاثر الايجابي	t	Fear
طبعا يقولون التامين الطبي الخاص سيتضاعف خمس مرات.. وعناية بدت تتحسن نتائجها ..	p	Happiness
السهم قبل. اسبوع ونص تقريبا موزع ارباح يحتاج له فتره عشان ينطلق	p	Happiness
تاسي ادخل الناس في حيره قام يترنح بين قمه وقاع يالله عسى في الامر خيره للي شرا واللي لسهمه باع	n	Fear
هل المشروع تابع لشركة سيرا او لصندوق الاستثمارات العامه	t	Fear
العنوان واضح وش تقصد تكلم خلك صريح ... ممكن نسيت ولا	t	Fear
هل يوجد تجاره مربحه غير طريق الاسهم ومن باب التغير. قد يكون الانسان رزقه ماهو في الاسهم	t	Fear
ما فهمت قصدك أنت مغير الإسم ؟ ولا ما تغير	t	Fear
مخالفاً توقعات.. الملياردير بيل أكمان يتوقع خفض الفيدرالي الفائدة في الربع الأول 2024 ‏#العربية_Business	t	Happiness
مصائب قوما عند قوم فؤائد .. فما هي الشركات المستفيدة بعد ان عرفنا المتضرره ؟؟ ؟	t	Fear
سعر الطرح يجيب على السؤال ليش ماخلوا الاكتتاب بفوق ال 100	n	Anger
وواااو متأكد من هالرقم ؟؟	t	Fear
يفاجئهم بالنزول …. هناك مثل يقال إذا حجت البقر على قرونها😘😘 ذاك الوقت يمكن 🤔 من باب الدعابة	t	Fear
لا والله ماهو دهون لكن شيءٍ غريب	t	Fear
مين اللي يخض السوق وش الهدف	n	Anger
شي غريب ولا يصدق الخبر عن مستشفى لم يمضيعلى افتتاحه 5 شهور	n	Fear
بحثت وتوغلت في جميع الاتجاهات لم أجد فتوى تحلله او تحرمه	t	Anger
من سعر الاكتتاب طلع حوالي 250% صناديق وما أدراك ما ....	t	Happiness
هناك شركات ستضاف الى مؤشرهم هل هذا يعني انهم سيشترون ماركت؟	t	Fear
وماهو السبب ممكن تنورنا	t	Fear
استاذي الغالي انت عندي مثل العاصفة مابه اخلاف الخلاف في المتصفح حقهم	t	Happiness
اجل اليوم الساعه 10 صباحا وش راح يصير 😂	t	Happiness
ملاك سهم صدر مضاربكم وش فيه ضاغط السهم وش ناوي عليه. وش توقعون	n	Fear
أمر ملاحظ بالملايين توضع وتُلغى في ظرف ثواني !!	n	Fear
لماذا لم يذكر عدد الاسهم الكلي او راس المال	t	Fear
اعتقد 25:85 يعادل 1:29	t	Fear
عزالله اشتر مضارب....سهم صدر الاسهم الحره 140 مليون وسعره 3ريال	p	Happiness
تورط المؤشر ارتد وارتدت باقي البنوك مايدري هو يرفع السهم بعد مارش كل هالكميات ولا يرش ويخسر كميات اكثر	n	Anger
كيف أحصل على هذي الصفحة	t	Fear
بعدين صعد بعدين نزل بعدين صعد بعدين نزل	t	Fear
ماشاء الله سعر النفط تتحكم فيه المضاربات....	p	Happiness
المستفيد جزر الواق واق ؟؟؟	t	Fear
ايش تعني هذي وليش ماباع عند.33.45	t	Fear
الساعة 1 السيولة 6.322:000	t	Fear
مربوط ذنبه بعناية اذا تحركت تحرك معها! رغم انه لازم يواكب حركة اسيج	t	Anger
هم مافهمنا الخبر إيجابي سلبي	t	Fear
يرتفع. وينزل ماماداةة يرتفع<<<<	t	Fear
للتحويل من المحفظه للحساب الجاري تظهر الرسالة التحويل النقدي معطل لكود العملة ما معناها	n	Anger
طيب ليش ماتركز على الأسهم المبدعه والصاعده	t	Anger
رأيك في السهم بعد اغلاق اليوم ؟	t	Fear
كمان كم يصبح سعره بعظ المنحه	t	Fear
الشيخ الدريس وقمه 176 والعوده للطريق المنحدره لجني الثمار للثيران والدببه فالقوي الماليه تهرول ب10 ريال للسهم	n	Fear
يعني الهروب منه 🤔	t	Fear
وش فيك تهلوس انت وش دخل mbc وش دخل المركز الوطني وش دخل فتيحي في mbc 😁😁😁😁😇	n	Anger
السوق طالع فوق 300 نقطة وهو مدحدر	n	Sadness
طيب كيف تقول مبروك ؟ والخبر قديم هذا مقصدي	t	Anger
قصدك منذ ادرجها اتوقع 2006	t	Fear
احتمال انك ماحسبت الضريبه والقيمه المضافه	t	Fear
ومتي تتوقعون يتم الاعلان من عدمه	t	Fear
اتجاه السوق ليوم الأحد 26 / 11 / 2023 م حصريا هوامير البورصه السعودية رابط الموضوع السابق	t	Fear
سال يهرول بشركات الصناديق الماليه لقفز الحواجز	p	Fear
ايش اسوي عشان اطلع مواضيعي القديمه وين ألاقيها	t	Anger
1400 قبل تقسيم السهم كان ب 50 ريال يعني 280 ريال هذي هي قمته	t	Fear
السبب ممكن هبوط اسعار النفط	n	Fear
مافهمت الفكرة... ممكن توضح لنا	t	Fear
حلواني 52.70 وقف 52 مقاومه 73 لوبريف 149.60 وقف 146.80 مقاومه	t	Fear
هل المطاحن الحديثه عندها مطاحن ولا بس محل حلويات هذا السوالً	t	Fear
كيف وضع السهم الان بعد الارتفاع هذا ؟	t	Fear
هلة هناك صفقه خاصه او هناك امر جلل	t	Fear
سعر اغلاق السهم 7،88 بس لماذا السؤال هل هي توصيه على السهم او ماذا	t	Fear
سؤال في الأنظمة : هل يجوز نظاما أن يتم رفع مال شركة وقيمتها السوقية أقل من قيمة الاكتتاب ؟	t	Fear
الوطنيه سعره الان 17،32 ليه اخذت منها 3 ريال هل خطأ مطبعي والا قصدك ترجع للسعر 14،32 وبعدها تكون فرصه	t	Fear
وين شارت تحليل المؤشر اللي اتضح لك	t	Fear
قلت ماهو فوتسي .. قال ايش ينتقد ويحلل يارباه ماهذا	n	Anger
وش المقصد؟ مافهمت حاجة ياقدعان	t	Fear
هل تفعلها غزال السوق بعد اعلانها اليوم ؟؟؟؟	t	Fear
هل صحيح مبكو اعطى خروج على اليومي بعد اقفاله بسعر 34.15	t	Fear
هذا وش فيه .؟؟؟	n	Fear
ام بي سي 10٪	t	Happiness
فجئه بعت كلشئ ، وطلعت هل انا غلطان ام ارجع للسوق ☹🤔🫢	t	Fear
ممكن يكون خليفة علم	t	Fear
وين كل شي واضح وش السهم وكم سعره	t	Fear
هل تقصد سهم سلامه	t	Fear
نسبة فووووووووق والا تحت	t	Fear
قال الحقيقة والواقع ليش زعلانيين منه	n	Anger
الذي اشوفه فيه شركات تجني وفيه شركات تعطى السوق مايمشي كتله واحده	t	Fear
جني ارباح من سعر كم ؟؟	t	Fear
وعليكم السلام والرحمه هل هناك سبب واضح لبتسؤلك؟ ام هي متابعة او معلومة؟	t	Fear
متى يوزع الراجحي عن توزيع الارباح ؟ يوزع عن توزيع؟؟؟؟!!!!؟؟؟؟	t	Anger
اعتقد نفس العمولة.. وما ادري إذا فيه معلومة أخرى.. لكن المشكلة تتشتت بين الشركات	t	Fear
ويش هي البشرى طيب🤔	t	Fear
ينساب وتكون هل لهن نصيب من المليارات	t	Fear
هل صحيح أن سهم ثمار هدفه الأول القادم سعر 14.50	t	Fear
كما في العنوان متى يحق لك ان تضع امر شراء على سهم ام بي سي؟؟	t	Fear
الأرباح المبقاه الاحتياطيه لشركة الأبحاث أكثر من راس مالها	t	Fear
ايش رايك في اكسترا وسيرا	t	Fear
هل هي توزع أرباح ؟ هل الفايده ترتفع اكثر ؟	t	Fear
النفط قريب يكسر 80 برغم من تخفضيات اوبك !	n	Sadness
يعني المالكين للسهم حتى نهاية جلسة يوم الأربعاء أم حتى إنعقاد الجمعية ؟ هل هذا صحيح ؟	t	Fear
سمعت عنها يقولون تربح خلال دقائق الف بالميه هل فعلا صحيح	p	Fear
هل التحويل من المحفظه فقط على الحساب المربوط في المحفظه فقط او مسموح التحويل لاي حساب	t	Fear
ماعاد عرفنا لكم البعض يقول عام 24 عام التدبيلات وانت تقول عام صعب	n	Fear
وش جاه لا ضرب ترند هابط ولا صاعد وش قصته	n	Fear
يعني انت ابو سليمان live	t	Fear
نوير من هي نوير؟ متزوجة ام عزباء؟؟؟	t	Fear
متى تتوقع ان تنتقل السيولة إلى قطاع البترو	t	Fear
برأيك كم هدف السهم في يناير	t	Fear
ما هي نقطة الارتداد للمؤشر فنيا	t	Fear
كم كان سعره اول ما تجزا	t	Fear
كم تتوقع هدفه خلال الأسبوع القادم	t	Fear
توقعتك هل سياخذون بتصويت الملاك أو من يملك اكبر كمية	t	Fear
ي بويا يقولو السوق راح يكسر 11	n	Fear
نشوف اليوم ماذا يفعل	t	Fear
اتوقع مدينة المعرفة اول من ينسب 13.7 حاليا	p	Happiness
المستثمرون الأجانب يتجهون الى سهم انابيب العربيه توقعاتكم للماذا ؟؟؟	t	Fear
وش رايكم بالسهم هل قرار الزراعيات يدعم السهم وهو من يبيع الاسمده لهم ... 138 سعره	t	Fear
طبعا اذذا أ ارسلهم	t	Happiness
غريبه! أشوفه مخالف السوف وأخضر الآن ! مهيب عوايده الحضرمي	n	Anger
كم هدف الكوب والعروه اخي سعد	t	Fear
ولا لها طاري ..	t	Fear
كم ربحية السهم ؟	t	Fear
الظاره انها او او او	t	Fear
معليش مافهمت وش تأثير الخبر على السهم	t	Fear
خل عنك كل من تعلق في سهم قال للمتابعة	n	Anger
انا ما سمعتني يابو سعود ؟؟؟؟	t	Fear
امس ارتفاع اسعار المستهلكين واليوم انخفاض اسعار المنتجين سلبي امس وايجابي اليوم !	t	Sadness
لماذا لايريد المساهمون تجزئة الاسهم الى ريال واحد ما السبب هل هذا الامر يؤثر على السهم ام ماذا؟	n	Fear
هذا الخبر لايخص السوق المالية السعودية ولا	t	Fear
كيف يعني ممكن تشرح آكثر يادهون هل بالفعل مستنقعات حسب تعبيرك هي المنصة 🤔	t	Fear
نتابع ابو معطي السعر الان 28.10	t	Fear
جي ار جي تشب بروج عنايه امانه هذه فاكهه قطاع التامين	p	Happiness
